StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,18+,ukres,informed_consent,qage,qgender,attentioncheck,primertimer_First Click,primertimer_Last Click,primertimer_Page Submit,primertimer_Click Count,v1timecont_First Click,v1timecont_Last Click,v1timecont_Page Submit,v1timecont_Click Count,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45_First Click,Q45_Last Click,Q45_Page Submit,Q45_Click Count,contordinary,contordinarythumb_1,contordinarythumb_2,contordinarythumb_3,contordinarythumb_4,contordinarythumb_5,contfewwords,contaltered,contalteredthumb_1,contalteredthumb_2,contalteredthumb_3,contalteredthumb_4,contalteredthumb_5,contalteredwords,contfamiliar_1,contseenbefore,contfamvideothumb_1,contfamvideothumb_2,contfamvideothumb_3,contfamvideothumb_4,contfamvideothumb_5,contawaredf,contdfslider_1,continternet_1,contproficient_1,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,treatordinary,treatordinarythumb_1,treatordinarythumb_2,treatordinarythumb_3,treatordinarythumb_4,treatordinarythumb_5,treatfewwords,treataltered,treatalteredthumb_1,treatalteredthumb_2,treatalteredthumb_3,treatalteredthumb_4,treatalteredthumb_5,treatalteredwords,treatfamiliar_1,treatseenbefore,treatseenthumb_1,treatseenthumb_2,treatseenthumb_3,treatseenthumb_4,treatseenthumb_5,treatawaredf,treatdfslider_1,treatinternet_1,treatproficient_1,Q58_First Click,Q58_Last Click,Q58_Page Submit,Q58_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,exp2dfobv,exp2dfthumb_1,exp2dfthumb_2,exp2dfthumb_3,exp2dfthumb_4,exp2dfthumb_5,exp2confident_1,exp2dfwords,exp2familiar_1,exp2seenbefore,exp2seenbeforethumb_1,exp2seenbeforethumb_2,exp2seenbeforethumb_3,exp2seenbeforethumb_4,exp2seenbeforethumb_5,exp2awaredf,exp2dfslider_1,exp2internet_1,exp2proficient_1,rid,gender,age,education,gc,Create New Field or Choose From Dropdown...
2021-08-25 17:29:52,2021-08-25 17:35:41,0,100,349,1,2021-08-25 17:35:42,R_3qXbCC7UTxdGOGQ,anonymous,EN,1,1,1,44,1,3,0,0,77.249,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.419,26.419,26.935,1,0,0,26.155,0,0,0,26.129,0,0,0,26.829,0,0,0,29.144,0,2,,,,,,,2,,,,,,,9,2,,,,,,1,7,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61266fee-30af-7471-7c68-2035915f891d,,,,1,
2021-08-25 17:29:07,2021-08-25 17:35:43,0,100,395,1,2021-08-25 17:35:43,R_3kq5myzzMMowny2,anonymous,EN,1,1,1,62,2,3,3.995,77.387,78.321,3,1.481,21.625,26.755,4,1.681,27.545,28.757,6,1.2,25.555,26.58,5,1.813,25.267,26.365,7,0.977,18.008,25.995,4,1,,,,,1,"Something to do with HD TV ",2,,,,,,,7,2,,,,,,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61266fd0-64b8-7b39-a1d9-344921aba0bd,,,,1,
2021-08-25 17:30:05,2021-08-25 17:35:50,0,100,344,1,2021-08-25 17:35:50,R_3E25dtqRcIDLOvL,anonymous,EN,1,1,1,21,1,3,0,0,72.437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.776,3.776,30.948,1,5.901,31.321,31.599,2,0,0,46.089,0,14.279,14.279,39.44,1,15.896,15.896,33.721,1,1,,,,1,,"It is a deepfake. I know because I have seen the video before on YouTube. ",1,,,,1,,"It is a deepfake. I know because I have seen the video before on YouTube. ",10,1,,,,1,,1,8,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126700e-6e00-b1bb-639d-0a5b950dc82c,,,,1,
2021-08-25 17:23:53,2021-08-25 17:36:00,0,100,726,1,2021-08-25 17:36:00,R_3OfdeO9mOv8tmtc,anonymous,EN,1,1,1,42,2,3,3.312,36.096,71.313,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.898,26.148,28.166,10,4.721,25.908,26.816,3,2.407,24.147,26.637,6,2.992,24.934,26.262,9,3.747,24.799,25.901,4,1,,,1,1,,8,True,8,3,,,,,,2,4,4,4,61266e90-8e7c-d84d-f7f3-d5cbbb9109da,,,,1,
2021-08-25 17:24:51,2021-08-25 17:36:04,0,100,673,1,2021-08-25 17:36:05,R_24DfnVbGqC7M4I1,anonymous,EN,1,1,1,55,1,3,0,0,66.359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,37.934,0,0,0,62.43,0,0,0,125.733,0,0,0,88.505,0,0,0,152.71,0,3,,,,,1,7,it didnt look right,7,2,,,,,,2,7,3,7,61266ece-a659-6d95-0564-09dbaacecf8e,,,,1,
2021-08-25 17:30:14,2021-08-25 17:36:12,0,100,358,1,2021-08-25 17:36:12,R_1f8BFbVFg1ujzL4,anonymous,EN,1,1,1,63,1,3,0.741,75.867,76.843,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.272,37.207,38.393,9,3.322,17.282,26.496,5,0.748,14.934,28.619,4,0.77,14.519,26.342,3,0.849,15.548,26.313,3,3,,1,,1,,5,just dud feel coreect,6,2,,,,,,2,5,7,4,61267013-8ab3-6af5-c9bb-5e12d78ce502,,,,1,
2021-08-25 17:28:35,2021-08-25 17:36:16,0,100,460,1,2021-08-25 17:36:16,R_1Fsmh6cpv1LYqIV,anonymous,EN,1,1,1,35,2,3,8.809,52.946,77.139,5,70.045,70.045,71.906,1,22.874,34.08,38.895,3,3.683,9.203,32.162,3,1.547,35.626,36.406,3,0.9,19.713,46.795,7,1,,1,,,,"About the pilots ",2,,,,,,,7,2,,,,,,1,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61266fb3-17bc-6262-050b-0f9afc357c17,,,,1,
2021-08-25 17:30:58,2021-08-25 17:36:41,0,100,342,1,2021-08-25 17:36:42,R_3NLs7UifS56CgKq,anonymous,EN,1,1,1,36,1,3,3.076,67.115,68.107,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.913,24.495,26.532,4,1.885,19.628,31.031,2,3.306,3.306,25.9,1,3.287,20.03,26.235,2,4.093,20.238,26.012,2,1,,1,,,,8,"Looks different ",9,1,1,,,,,1,8,7,6,6126703c-22d6-f046-d953-f95f12894737,,,,1,
2021-08-25 17:30:41,2021-08-25 17:36:51,0,100,369,1,2021-08-25 17:36:51,R_2QtujmC9WYj1ZnO,anonymous,EN,1,1,1,32,1,3,65.185,65.185,66.667,1,5.298,32.741,33.647,4,4.513,4.513,29.474,1,6.895,42.131,42.655,2,2.703,27.799,28.449,3,13.208,45.918,46.396,2,1,,,1,,,The spot on his face isn't there,1,1,,,,,He looks very different,10,2,,,,,,1,3,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267028-878a-de69-f47e-bc31c45b3d23,,,,1,
2021-08-25 17:30:26,2021-08-25 17:36:57,0,100,391,1,2021-08-25 17:36:58,R_0jHAv2N1v1HY0Hn,anonymous,EN,1,1,1,39,1,3,10.047,69.551,70.239,2,16.29,17.567,26.924,2,41.084,41.084,41.736,1,24.422,24.422,27.7,1,2.604,2.604,97.278,1,17.02,17.656,27.144,2,2,,,,,,,2,,,,,,,8,2,,,,,,2,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61266ff3-e69c-9800-3b30-83bcce5feffe,,,,1,
2021-08-25 17:27:34,2021-08-25 17:37:35,0,100,600,1,2021-08-25 17:37:35,R_Q4VRte1DFoOWJfb,anonymous,EN,1,1,1,34,2,3,24.946,46.135,47.472,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.655,29.711,30.347,11,1.791,34.988,35.541,6,5.354,40.8,41.244,5,6.155,42.954,43.959,3,1.113,16.821,42.901,8,3,,,,,1,8,"It was easier to understand ",2,2,,,,,,2,9,5,6,61266f45-77b1-8241-cc2c-b9f598c2a5a3,,,,1,
2021-08-25 17:38:03,2021-08-25 17:39:16,0,100,73,1,2021-08-25 17:39:17,R_p59eSfbORjVDCYp,anonymous,EN,1,1,1,47,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612671ef-5296-6592-6b2d-18c66b3d4883,,,,2,
2021-08-25 17:39:50,2021-08-25 17:40:02,0,100,12,1,2021-08-25 17:40:03,R_3KxszrPa1l0htkd,anonymous,EN,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126724d-19cb-73ce-5806-5e8da72523ee,,,,2,
2021-08-25 17:40:30,2021-08-25 17:40:48,0,100,18,1,2021-08-25 17:40:49,R_3j2GDVaxET9YV5U,anonymous,EN,1,1,1,37,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267282-301d-a12a-1f4f-74ef9641ac88,,,,2,
2021-08-25 17:30:59,2021-08-25 17:40:58,0,100,599,1,2021-08-25 17:40:59,R_2bNz28mS9I9QnrJ,anonymous,EN,1,1,1,26,1,3,0.993,63.024,63.929,2,1.07,1.07,137.282,1,3.35,3.35,30.335,1,0.902,30.609,31.124,2,1.185,129.144,129.214,3,26.696,26.835,40.204,2,2,,,,,,,2,,,,,,,9,2,,,,,,1,2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267034-0132-c5bb-6b71-8e94ca18b8b2,,,,1,
2021-08-25 17:29:05,2021-08-25 17:41:18,0,100,733,1,2021-08-25 17:41:18,R_1N8rELHXeXf9m7n,anonymous,EN,1,1,1,23,1,3,3.094,74.517,75.835,3,1.16,19.321,28.04,3,3.245,3.245,27.646,1,1.883,1.883,88.824,1,375.352,375.352,376.406,1,1.351,1.351,27.919,1,2,,,,,,,2,,,,,,,7,3,,,,,,1,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61266fa1-e483-116f-4195-bc44c8668b5a,,,,1,
2021-08-25 17:27:14,2021-08-25 17:42:10,0,100,896,1,2021-08-25 17:42:10,R_2TShPzYJHiYjfCH,anonymous,EN,1,1,1,32,2,3,3.273,66.323,67.106,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.948,23.089,26.352,5,2.18,26.355,27.366,4,1.637,16.265,34.126,3,9.756,9.756,26.612,1,23.056,23.056,433.642,1,3,1,,,,,6,"Sketchy ",8,2,,,,,,2,6,8,6,61266f52-0662-2a50-8d14-411b3da87017,,,,1,
2021-08-25 17:37:40,2021-08-25 17:42:13,0,100,273,1,2021-08-25 17:42:13,R_3nCAi84ZN1ILnc3,anonymous,EN,1,1,1,21,1,3,3.073,41.958,46.358,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.759,29.165,29.621,4,1.512,24.668,25.838,4,1.291,4.487,25.664,3,1.197,21.886,25.913,5,1.435,23.454,25.811,5,2,,,,,,,1,,1,,,,his face looks weird,3,2,,,,,,2,1,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612671cc-18a0-f2ab-5d53-8213e839970b,,,,1,
2021-08-25 17:37:29,2021-08-25 17:42:44,0,100,315,1,2021-08-25 17:42:45,R_2tfGBUFQwKA9hWz,anonymous,EN,1,1,1,23,1,3,1.152,68.569,69.636,6,1.2,20.388,26.196,3,2.069,24.972,25.977,6,0.871,16.455,27.269,3,0.953,18.329,26.262,3,0.458,16.875,26.221,3,1,1,,1,,1,,2,,,,,,,6,2,,,,,,2,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126719a-4ab3-7fd0-9de4-9110cc070f12,,,,1,
2021-08-25 17:42:39,2021-08-25 17:43:17,0,100,38,1,2021-08-25 17:43:17,R_YYNL67wInmHROUh,anonymous,EN,1,1,1,21,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612672f0-ce0a-70f7-e2ef-4d54a1acb2bb,,,,2,
2021-08-25 17:38:56,2021-08-25 17:43:23,0,100,266,1,2021-08-25 17:43:23,R_3oyAOwqYtNnf34Y,anonymous,EN,1,1,1,30,2,3,29.401,29.401,46.28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.615,25.217,26.454,13,6.888,20.813,26.349,3,4.1,25.657,26.101,5,8.874,25.343,26.537,3,1.189,25.687,26.189,6,1,1,,,,,10,Good,,1,1,,,,,1,10,10,10,612671f2-000a-615e-a4d1-0be1be83ea3f,,,,1,
2021-08-25 17:38:18,2021-08-25 17:44:00,0,100,341,1,2021-08-25 17:44:00,R_1jeQvtgteLAiC8x,anonymous,EN,1,1,1,42,2,3,1.455,72.929,73.523,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,19.744,31.419,3,0.971,0.971,27.363,1,0.879,0.879,36.816,1,1.125,20.848,27.426,4,1.001,15.9,26,2,3,,,,,1,4,Talking about tvs,9,2,,,,,,1,4,4,7,612671cb-2c5f-f2a8-50aa-bf0ea5f86663,,,,1,
2021-08-25 17:44:23,2021-08-25 17:44:40,0,100,16,1,2021-08-25 17:44:40,R_2xGnY7GNrDWO9CR,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267338-40b9-8aa4-a0f3-d57dfd6c590d,,,,2,
2021-08-25 17:39:40,2021-08-25 17:45:27,0,100,346,1,2021-08-25 17:45:27,R_2SjAPPfwu28qSlv,anonymous,EN,1,1,1,41,2,3,1.541,70.38,71.855,5,1.672,33.274,35.651,6,1.794,20.433,31.342,8,2.682,32.273,33.689,6,1.162,30.572,31.271,5,1.201,26.685,27.314,3,2,,,,,,,1,,,,,1,He seems very animated in the video like he’s reading a script,7,2,,,,,,1,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267245-d91d-625d-807c-966d2e623e89,,,,1,
2021-08-25 17:41:19,2021-08-25 17:45:31,0,100,251,1,2021-08-25 17:45:31,R_SDj3nli4AbRhbIR,anonymous,EN,1,1,1,25,2,3,2.181,66.752,67.723,4,1.297,23.399,29.421,4,3.958,25.901,26.513,7,1.313,25.989,26.487,4,0.702,24.398,26.125,5,1.144,17.611,25.757,8,2,,,,,,,2,,,,,,,10,1,1,1,,1,,1,3,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612672a1-0af9-15c3-c0db-beded2419200,,,,1,
2021-08-25 17:40:02,2021-08-25 17:45:44,0,100,341,1,2021-08-25 17:45:44,R_2qkt8oqeCKU55mX,anonymous,EN,1,1,1,30,2,3,32.539,99.983,100.865,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.049,17.759,26.797,3,2.979,20.237,26.797,3,1.74,19.815,29.165,2,1.295,18.858,32.788,3,3.872,23.46,26.67,2,2,,,,,,,2,,,,,,,7,2,,,,,,2,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267233-3e4a-2312-e2aa-96721d464097,,,,1,
2021-08-25 17:37:58,2021-08-25 17:46:07,0,100,489,1,2021-08-25 17:46:07,R_10oA7lpB7cRtn4m,anonymous,EN,1,1,1,18,1,3,5.344,18.36,138.262,2,3.435,17.992,31.91,2,3.252,3.252,31.332,1,2.629,33.551,34.544,4,3.268,3.268,27.851,1,4.789,10.224,28.401,3,1,,1,,,,"The quality was not as clear,  poorly lit and obviously dated",2,,,,,,,10,2,,,,,,1,2,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612671de-cde0-b7a8-5738-6015a08398b8,,,,1,
2021-08-25 17:39:25,2021-08-25 17:46:21,0,100,415,1,2021-08-25 17:46:21,R_2qEgocjZL6pbwN8,anonymous,EN,1,1,1,23,2,3,0.984,63.477,64.144,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,20.418,25.902,6,2.461,14.004,32.531,5,0.845,20.751,39.507,4,0.93,35.668,36.322,3,0.734,23.949,27.355,3,1,,,,1,,It was not in a normal settings,2,,,,,,,8,2,,,,,,1,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267240-c272-6fbf-ee5e-e9d53e6b87ff,,,,1,
2021-08-25 17:41:00,2021-08-25 17:46:23,0,100,323,1,2021-08-25 17:46:24,R_2q2v4BwIVD2j5Ra,anonymous,EN,1,1,1,30,2,3,2.545,66.506,67.325,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.644,19.332,28.346,4,4.032,4.032,26.516,1,7.663,25.406,25.963,2,6.497,19.946,25.843,3,4.258,16.032,26.025,3,2,1,,,1,,3,"Yhe background looked false, edited",7,2,,,,,,2,1,8,9,6126726d-d0cb-8114-6e97-2d4c0c2d7459,,,,1,
2021-08-25 17:40:17,2021-08-25 17:46:25,0,100,367,1,2021-08-25 17:46:26,R_7OjoS8UNg8XJCkV,anonymous,EN,1,1,1,49,2,3,1.578,68.789,70.252,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.269,22.559,26.062,4,1.925,23.492,34.167,4,1.242,16.762,26.384,4,1.33,16.316,26.178,5,2.1,15.921,26.944,3,2,,1,,1,,5,"Just  the graphics ",7,2,,,,,,2,2,8,7,6126725a-8ec1-6691-172c-d9db155cabc7,,,,1,
2021-08-25 17:46:31,2021-08-25 17:46:44,0,100,12,1,2021-08-25 17:46:45,R_398wmpcBGGUu08N,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612673e8-4d75-304d-e082-829c4a12721c,,,,2,
2021-08-25 17:46:40,2021-08-25 17:46:52,0,100,12,1,2021-08-25 17:46:53,R_3shvraKxG2CKYxd,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612673ec-3acc-b615-ceba-0cf92a255ab7,,,,2,
2021-08-25 17:41:45,2021-08-25 17:47:05,0,100,319,1,2021-08-25 17:47:06,R_1jEcKR4DOD3EgD1,anonymous,EN,1,1,1,26,2,3,1.025,72.201,75.151,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025,43.79,44.542,9,0.942,24.346,26.088,9,1.327,34.143,35.186,6,0.981,19.65,26.762,5,2.238,21.342,30.161,4,2,,,,,,,2,,,,,,,10,3,,,,,,2,2,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612672c1-5c88-4106-9e88-d74ec3249852,,,,1,
2021-08-25 17:42:25,2021-08-25 17:47:27,0,100,301,1,2021-08-25 17:47:27,R_d0w4B4xre86hlKx,anonymous,EN,1,1,1,18,2,3,0.013,58.659,59.584,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995,30.356,32.021,10,1.803,26.124,31.97,8,2.061,20.243,35.623,7,1.137,38.992,39.019,4,0.786,17.562,26.384,5,3,,,,,1,7,I have no clue what deepfake even is,3,2,,,,,,2,0,8,7,612672c3-6e0e-783e-0700-5dc6d0c30e07,,,,1,
2021-08-25 17:40:13,2021-08-25 17:47:51,0,100,458,1,2021-08-25 17:47:52,R_QmscHwYiXbRU06d,anonymous,EN,1,1,1,34,2,3,40.623,40.623,87.21,1,14.329,14.329,26.014,1,16.424,16.424,30.48,1,0,0,28.896,0,0,0,25.918,0,11.956,11.956,25.959,1,2,,,,,,,2,,,,,,,10,2,,,,,,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267257-e1c4-0083-bf98-2a7ab3de79d6,,,,1,
2021-08-25 17:42:43,2021-08-25 17:48:08,0,100,324,1,2021-08-25 17:48:08,R_2q2v4XYi37CvuDm,anonymous,EN,1,1,1,37,1,3,9.667,67.255,68.135,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.903,19.693,26.157,3,4.507,4.507,26.023,1,6.179,6.179,26.135,1,4.439,15.322,26.736,3,1.149,25.084,26.101,14,2,,1,,,,0,"I don't know and I don't care ",3,2,,,,,,2,5,10,5,612672fd-878a-b2e8-20d6-75480bc72ed8,,,,1,
2021-08-25 17:41:08,2021-08-25 17:48:29,0,100,441,1,2021-08-25 17:48:30,R_3lRFEPBjSHea2bj,anonymous,EN,1,1,1,23,2,3,1.617,67.941,69.151,3,0.714,44.168,45.154,7,1.043,4.356,40.387,6,1.507,38.891,39.374,9,1.377,17.501,31.364,8,13.062,45.165,46.168,4,1,,1,,,,In one he was younger then alll if the others,2,,,,,,,5,3,,,,,,2,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267295-c833-576f-8ca0-3f8f3c3026df,,,,1,
2021-08-25 17:43:52,2021-08-25 17:49:17,0,100,325,1,2021-08-25 17:49:17,R_21HQEW4XzqNppbj,anonymous,EN,1,1,1,44,2,3,12.639,81.145,81.764,3,1.151,21.075,26.214,4,1.232,20.292,31.57,3,1.234,20.127,32.912,2,2.408,2.408,27.611,1,6.712,7.543,26.899,2,1,,,,,1,He spoke about tellys,2,,,,,,,6,2,,,,,,2,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61267346-f700-c38b-7969-d7ca62b6a3a7,,,,1,
2021-08-25 17:42:10,2021-08-25 17:49:19,0,100,428,1,2021-08-25 17:49:19,R_1pyZvXPUnHwlUJs,anonymous,EN,1,1,1,51,1,3,3.322,47.367,49.527,3,3.153,19.837,57.288,4,2.035,23.124,53.457,4,1.026,1.026,28.99,1,1.024,23.911,29.279,3,2.86,40.393,41.296,3,1,,1,,,,Hes loads younger.,1,,,1,,,It was a different voice.,3,2,,,,,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612672e1-7c58-9476-3d9f-7326a0b24fe4,,,,1,
2021-08-25 17:41:53,2021-08-25 17:49:44,0,100,470,1,2021-08-25 17:49:44,R_1Fm3gRjS9ICli37,anonymous,EN,1,1,1,25,2,3,1.029,38.515,132.494,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.694,24.958,26.496,7,0.991,10.504,36.391,8,13.959,15.843,38.802,3,28.068,30.238,32.368,4,0.745,39.767,40.742,4,2,,,,,,,1,1,1,,1,,"quality ",8,1,,,,,1,1,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612672c8-47c9-59e2-e873-6b317cd9be79,,,,1,
